geography,immigrant_status,total_pop,total_income,total_stir,owner_pop,owner_income,owner_stir,renter_pop,renter_income,renter_stir,renter_owner_gap,city,csd_name
    Pickering (3518001) CY 00000 (  2.2%),Immigrant,50715.0,154000.0,23.7,44920.0,160000.0,23.3,5800.0,107600.0,26.6,3.3000000000000007,Toronto,Pickering
    Ajax (3518005) T 00000 (  1.9%),Total Immigrant Status,124910.0,153400.0,22.3,108220.0,160400.0,21.7,16695.0,107900.0,26.2,4.5,Toronto,Ajax
    Ajax (3518005) T 00000 (  1.9%),Non-immigrants,46395.0,157200.0,19.2,38500.0,167800.0,17.8,7895.0,106300.0,26.1,8.3,Toronto,Ajax
    Ajax (3518005) T 00000 (  1.9%),Immigrant,78520.0,151200.0,24.1,69725.0,156400.0,23.9,8800.0,109300.0,26.3,2.400000000000002,Toronto,Ajax
    Uxbridge (3518029) TP 00000 (  3.2%),Total Immigrant Status,20500.0,178800.0,19.0,18190.0,189600.0,18.2,2305.0,93600.0,25.2,7.0,Toronto,Uxbridge
    Uxbridge (3518029) TP 00000 (  3.2%),Non-immigrants,17005.0,184000.0,18.4,14990.0,195800.0,17.5,2020.0,95600.0,25.2,7.699999999999999,Toronto,Uxbridge
    Uxbridge (3518029) TP 00000 (  3.2%),Immigrant,3490.0,153400.0,21.7,3200.0,160000.0,21.4,290.0,80000.0,25.4,4.0,Toronto,Uxbridge
    Vaughan (3519028) CY 00000 (  2.3%),Total Immigrant Status,313230.0,179600.0,21.9,277735.0,188200.0,20.6,35490.0,111500.0,31.4,10.799999999999997,Toronto,Vaughan
    Vaughan (3519028) CY 00000 (  2.3%),Non-immigrants,108265.0,213800.0,18.3,97935.0,223800.0,17.0,10330.0,117100.0,30.5,13.5,Toronto,Vaughan
    Vaughan (3519028) CY 00000 (  2.3%),Immigrant,204965.0,161600.0,23.8,179805.0,168800.0,22.6,25160.0,109200.0,31.8,9.2,Toronto,Vaughan
    Markham (3519036) CY 00000 (  2.0%),Total Immigrant Status,323895.0,154200.0,23.8,273980.0,163000.0,22.7,49920.0,105900.0,30.3,7.600000000000001,Toronto,Markham
    Markham (3519036) CY 00000 (  2.0%),Non-immigrants,59195.0,190200.0,18.9,48590.0,207200.0,16.8,10610.0,112200.0,28.7,11.899999999999999,Toronto,Markham
    Markham (3519036) CY 00000 (  2.0%),Immigrant,264705.0,146200.0,24.9,225390.0,153400.0,23.9,39315.0,104200.0,30.7,6.800000000000001,Toronto,Markham
    Richmond Hill (3519038) T 00000 (  2.1%),Total Immigrant Status,189365.0,163800.0,25.2,153900.0,178000.0,23.6,35470.0,102600.0,31.8,8.2,Toronto,Richmond Hill
    Richmond Hill (3519038) T 00000 (  2.1%),Non-immigrants,43030.0,199600.0,18.5,35080.0,218600.0,16.5,7945.0,115800.0,27.6,11.100000000000001,Toronto,Richmond Hill
    Richmond Hill (3519038) T 00000 (  2.1%),Immigrant,146335.0,153400.0,27.1,118815.0,166000.0,25.7,27520.0,98800.0,33.1,7.400000000000002,Toronto,Richmond Hill
    Whitchurch-Stouffville (3519044) T 00000 (  1.6%),Total Immigrant Status,48135.0,169400.0,22.4,43550.0,175400.0,21.9,4590.0,111600.0,26.9,5.0,Toronto,Whitchurch-Stouffville
    Whitchurch-Stouffville (3519044) T 00000 (  1.6%),Non-immigrants,24680.0,182600.0,19.4,21730.0,191200.0,18.6,2950.0,119400.0,25.8,7.199999999999999,Toronto,Whitchurch-Stouffville
    Whitchurch-Stouffville (3519044) T 00000 (  1.6%),Immigrant,23460.0,155400.0,25.5,21815.0,159800.0,25.3,1640.0,97500.0,28.7,3.3999999999999986,Toronto,Whitchurch-Stouffville
    Aurora (3519046) T 00000 (  1.8%),Total Immigrant Status,59420.0,187200.0,22.8,49665.0,202400.0,21.5,9755.0,109800.0,29.3,7.800000000000001,Toronto,Aurora
    Aurora (3519046) T 00000 (  1.8%),Non-immigrants,29775.0,220200.0,18.1,24740.0,242400.0,16.3,5030.0,111700.0,27.3,11.0,Toronto,Aurora
    Aurora (3519046) T 00000 (  1.8%),Immigrant,29650.0,154000.0,27.5,24925.0,162800.0,26.7,4725.0,107800.0,31.5,4.800000000000001,Toronto,Aurora
    Newmarket (3519048) T 00000 (  2.1%),Total Immigrant Status,84735.0,154600.0,22.4,67930.0,168000.0,21.2,16805.0,100600.0,27.3,6.100000000000001,Toronto,Newmarket
    Newmarket (3519048) T 00000 (  2.1%),Non-immigrants,46650.0,168000.0,18.5,36155.0,187600.0,16.3,10495.0,100400.0,25.9,9.599999999999998,Toronto,Newmarket
    Newmarket (3519048) T 00000 (  2.1%),Immigrant,38085.0,138400.0,27.2,31775.0,145800.0,26.8,6310.0,100900.0,29.5,2.6999999999999993,Toronto,Newmarket
    King (3519049) TP 00000 (  3.0%),Total Immigrant Status,25875.0,224000.0,21.6,23485.0,234600.0,21.5,2390.0,119300.0,22.7,1.1999999999999993,Toronto,King
    King (3519049) TP 00000 (  3.0%),Non-immigrants,16815.0,241800.0,18.9,15125.0,254200.0,18.5,1690.0,131000.0,22.1,3.6000000000000014,Toronto,King
    King (3519049) TP 00000 (  3.0%),Immigrant,9055.0,190600.0,26.8,8360.0,199000.0,27.0,700.0,91400.0,24.2,-2.8000000000000007,Toronto,King
    East Gwillimbury (3519054) T 00000 (  2.9%),Total Immigrant Status,33195.0,158000.0,22.8,28310.0,164800.0,21.8,4890.0,118200.0,28.7,6.899999999999999,Toronto,East Gwillimbury
    East Gwillimbury (3519054) T 00000 (  2.9%),Non-immigrants,19725.0,168800.0,19.2,16670.0,178200.0,17.7,3055.0,118200.0,27.3,9.600000000000001,Toronto,East Gwillimbury
    East Gwillimbury (3519054) T 00000 (  2.9%),Immigrant,13475.0,141800.0,28.1,11640.0,145600.0,27.6,1835.0,118300.0,31.0,3.3999999999999986,Toronto,East Gwillimbury
    Georgina (3519070) T 00000 (  4.6%),Total Immigrant Status,46110.0,133800.0,21.1,38805.0,141800.0,20.0,7305.0,90600.0,26.7,6.699999999999999,Toronto,Georgina
    Georgina (3519070) T 00000 (  4.6%),Non-immigrants,36765.0,134200.0,19.9,30515.0,142800.0,18.6,6250.0,92500.0,26.3,7.699999999999999,Toronto,Georgina
    Georgina (3519070) T 00000 (  4.6%),Immigrant,9345.0,132000.0,25.5,8290.0,138800.0,25.1,1055.0,79000.0,28.9,3.799999999999997,Toronto,Georgina
    Chippewas of Georgina Island First Nation (3519076) IRI 04949 ( 42.9%),Total Immigrant Status,,,,,,,,,,,Toronto,Chippewas of Georgina Island First Nation
    Chippewas of Georgina Island First Nation (3519076) IRI 04949 ( 42.9%),Non-immigrants,,,,,,,,,,,Toronto,Chippewas of Georgina Island First Nation
    Chippewas of Georgina Island First Nation (3519076) IRI 04949 ( 42.9%),Immigrant,,,,,,,,,,,Toronto,Chippewas of Georgina Island First Nation
    Toronto (3520005) C 00000 (  4.7%),Total Immigrant Status,2663675.0,152400.0,23.0,1529530.0,193800.0,20.5,1134145.0,96900.0,26.4,5.899999999999999,Toronto,Toronto
    Toronto (3520005) C 00000 (  4.7%),Non-immigrants,950235.0,197600.0,21.6,588470.0,255800.0,17.9,361765.0,103200.0,27.5,9.600000000000001,Toronto,Toronto
    Toronto (3520005) C 00000 (  4.7%),Immigrant,1713440.0,127400.0,23.8,941065.0,155000.0,22.1,772380.0,93900.0,25.8,3.6999999999999993,Toronto,Toronto
    Mississauga (3521005) CY 00000 (  2.3%),Total Immigrant Status,694110.0,151000.0,22.1,513330.0,169000.0,20.4,180780.0,100000.0,26.9,6.5,Toronto,Mississauga
    Mississauga (3521005) CY 00000 (  2.3%),Non-immigrants,183860.0,177400.0,19.2,142260.0,200400.0,17.2,41605.0,98500.0,26.2,9.0,Toronto,Mississauga
    Mississauga (3521005) CY 00000 (  2.3%),Immigrant,510250.0,141600.0,23.1,371075.0,157000.0,21.6,139175.0,100500.0,27.1,5.5,Toronto,Mississauga
    Brampton (3521010) CY 00000 (  3.3%),Total Immigrant Status,641015.0,144200.0,24.4,523560.0,153200.0,24.0,117460.0,104400.0,26.1,2.1000000000000014,Toronto,Brampton
    Brampton (3521010) CY 00000 (  3.3%),Non-immigrants,117295.0,145600.0,20.6,90670.0,160800.0,18.8,26620.0,94100.0,26.6,7.800000000000001,Toronto,Brampton
    Brampton (3521010) CY 00000 (  3.3%),Immigrant,523730.0,144000.0,25.2,432890.0,151600.0,25.1,90835.0,107400.0,25.9,0.7999999999999972,Toronto,Brampton
    Caledon (3521024) T 00000 (  3.8%),Total Immigrant Status,74410.0,175200.0,20.7,68225.0,180200.0,20.1,6185.0,120500.0,26.5,6.399999999999999,Toronto,Caledon
    Caledon (3521024) T 00000 (  3.8%),Non-immigrants,42045.0,183600.0,18.2,38510.0,190000.0,17.5,3535.0,114100.0,26.2,8.7,Toronto,Caledon
    Caledon (3521024) T 00000 (  3.8%),Immigrant,32360.0,164200.0,23.8,29715.0,167400.0,23.6,2645.0,129000.0,27.0,3.3999999999999986,Toronto,Caledon
    Mono (3522012) T 00000 (  3.0%),Total Immigrant Status,9055.0,200200.0,18.3,8720.0,202800.0,18.1,335.0,131000.0,23.1,5.0,Toronto,Mono
    Mono (3522012) T 00000 (  3.0%),Non-immigrants,6385.0,208200.0,17.5,6125.0,212200.0,17.0,260.0,115000.0,27.6,10.600000000000001,Toronto,Mono
    Mono (3522012) T 00000 (  3.0%),Immigrant,2670.0,180800.0,20.3,2595.0,180800.0,20.7,75.0,185000.0,7.9,-12.799999999999999,Toronto,Mono
    Orangeville (3522014) T 00000 (  2.0%),Total Immigrant Status,29395.0,135000.0,21.5,23765.0,147200.0,20.0,5630.0,84000.0,27.9,7.899999999999999,Toronto,Orangeville
    Orangeville (3522014) T 00000 (  2.0%),Non-immigrants,23510.0,137600.0,20.9,18865.0,150800.0,19.2,4645.0,83700.0,28.0,8.8,Toronto,Orangeville
    Orangeville (3522014) T 00000 (  2.0%),Immigrant,5885.0,124900.0,24.0,4900.0,132800.0,23.4,985.0,85600.0,27.1,3.700000000000003,Toronto,Orangeville
    Oakville (3524001) T 00000 (  1.8%),Total Immigrant Status,203060.0,219400.0,21.4,164735.0,240200.0,19.5,38330.0,130200.0,29.8,10.3,Toronto,Oakville
    Oakville (3524001) T 00000 (  1.8%),Non-immigrants,92550.0,258400.0,17.7,77515.0,283600.0,15.6,15035.0,127000.0,28.2,12.6,Toronto,Oakville
    Oakville (3524001) T 00000 (  1.8%),Immigrant,110510.0,187000.0,24.6,87215.0,201600.0,22.9,23295.0,132200.0,30.8,7.900000000000002,Toronto,Oakville
    Milton (3524009) T 00000 (  2.6%),Total Immigrant Status,128990.0,159000.0,23.1,109715.0,166600.0,22.0,19275.0,115500.0,29.2,7.199999999999999,Toronto,Milton
    Milton (3524009) T 00000 (  2.6%),Non-immigrants,52620.0,170600.0,19.7,44580.0,180800.0,18.3,8040.0,114300.0,27.5,9.2,Toronto,Milton
    Milton (3524009) T 00000 (  2.6%),Immigrant,76365.0,151000.0,25.5,65135.0,157000.0,24.6,11235.0,116300.0,30.4,5.799999999999997,Toronto,Milton
    Halton Hills (3524015) T 00000 (  2.2%),Total Immigrant Status,61390.0,178000.0,18.8,55070.0,187000.0,17.9,6320.0,99400.0,26.9,9.0,Toronto,Halton Hills
    Halton Hills (3524015) T 00000 (  2.2%),Non-immigrants,45365.0,181400.0,17.8,40405.0,191400.0,16.8,4960.0,100200.0,26.1,9.3,Toronto,Halton Hills
    Halton Hills (3524015) T 00000 (  2.2%),Immigrant,16020.0,168200.0,21.6,14665.0,175000.0,20.8,1360.0,96700.0,29.9,9.099999999999998,Toronto,Halton Hills
    New Tecumseth (3543007) T 00000 (  2.0%),Total Immigrant Status,42730.0,132200.0,21.3,36740.0,138400.0,20.5,5985.0,94500.0,26.4,5.899999999999999,Toronto,New Tecumseth
    New Tecumseth (3543007) T 00000 (  2.0%),Non-immigrants,30615.0,134000.0,20.1,25720.0,141600.0,19.0,4895.0,93400.0,26.2,7.199999999999999,Toronto,New Tecumseth
    New Tecumseth (3543007) T 00000 (  2.0%),Immigrant,12110.0,128000.0,24.4,11025.0,130800.0,24.1,1090.0,99400.0,27.3,3.1999999999999993,Toronto,New Tecumseth
    Bradford West Gwillimbury (3543014) T 00000 (  4.3%),Total Immigrant Status,41580.0,144600.0,23.0,35905.0,150800.0,22.6,5680.0,105100.0,25.2,2.599999999999998,Toronto,Bradford West Gwillimbury
    Bradford West Gwillimbury (3543014) T 00000 (  4.3%),Non-immigrants,21335.0,150600.0,20.4,17685.0,159800.0,19.5,3650.0,105700.0,25.1,5.600000000000001,Toronto,Bradford West Gwillimbury
    Bradford West Gwillimbury (3543014) T 00000 (  4.3%),Immigrant,20245.0,138400.0,25.7,18215.0,142200.0,25.7,2030.0,104200.0,25.3,-0.3999999999999986,Toronto,Bradford West Gwillimbury
"  Edmonton (CMA), Alta. 00000 (  5.3%)",Total Immigrant Status,1367905.0,138400.0,20.4,1004550.0,156600.0,18.5,363355.0,88300.0,25.3,6.800000000000001,Edmonton,Edmonton
"  Edmonton (CMA), Alta. 00000 (  5.3%)",Non-immigrants,878150.0,143000.0,19.7,654765.0,162000.0,17.5,223385.0,87800.0,26.3,8.8,Edmonton,Edmonton
"  Edmonton (CMA), Alta. 00000 (  5.3%)",Immigrant,489760.0,130400.0,21.5,349790.0,146800.0,20.5,139970.0,89200.0,23.7,3.1999999999999993,Edmonton,Edmonton
    Bruderheim (4810066) T 00000 (  6.6%),Total Immigrant Status,1310.0,125600.0,17.1,1090.0,129200.0,16.5,220.0,108000.0,20.3,3.8000000000000007,Edmonton,Bruderheim
    Bruderheim (4810066) T 00000 (  6.6%),Non-immigrants,1300.0,126400.0,17.1,1075.0,130000.0,16.4,220.0,108000.0,20.3,3.900000000000002,Edmonton,Bruderheim
    Bruderheim (4810066) T 00000 (  6.6%),Immigrant,0.0,,,0.0,,,0.0,,,,Edmonton,Bruderheim
    Leduc County (4811012) MD 00000 (  9.2%),Total Immigrant Status,12525.0,155400.0,19.0,11210.0,162800.0,18.6,1320.0,92600.0,22.9,4.299999999999997,Edmonton,Leduc County
    Leduc County (4811012) MD 00000 (  9.2%),Non-immigrants,11130.0,156200.0,18.6,9950.0,163400.0,18.1,1185.0,96200.0,23.3,5.199999999999999,Edmonton,Leduc County
    Leduc County (4811012) MD 00000 (  9.2%),Immigrant,1390.0,149000.0,22.4,1255.0,158400.0,22.7,135.0,61000.0,19.2,-3.5,Edmonton,Leduc County
    Beaumont (4811013) CY 00000 (  4.4%),Total Immigrant Status,20560.0,160600.0,20.1,18350.0,167800.0,19.3,2215.0,102300.0,26.8,7.5,Edmonton,Beaumont
    Beaumont (4811013) CY 00000 (  4.4%),Non-immigrants,16140.0,162000.0,19.6,14360.0,169600.0,18.7,1785.0,101700.0,26.9,8.2,Edmonton,Beaumont
    Beaumont (4811013) CY 00000 (  4.4%),Immigrant,4420.0,155600.0,22.2,3995.0,161200.0,21.8,425.0,104800.0,26.4,4.599999999999998,Edmonton,Beaumont
    Leduc (4811016) CY 00000 (  5.0%),Total Immigrant Status,33260.0,133600.0,20.7,25230.0,146200.0,19.2,8035.0,94100.0,25.3,6.100000000000001,Edmonton,Leduc
    Leduc (4811016) CY 00000 (  5.0%),Non-immigrants,28215.0,136200.0,20.6,21655.0,149200.0,18.8,6555.0,93500.0,26.3,7.5,Edmonton,Leduc
    Leduc (4811016) CY 00000 (  5.0%),Immigrant,5045.0,119300.0,21.2,3565.0,128600.0,21.4,1475.0,97200.0,20.9,-0.5,Edmonton,Leduc
    Devon (4811018) T 00000 (  1.9%),Total Immigrant Status,6345.0,121900.0,20.9,5035.0,131800.0,18.8,1310.0,83900.0,28.8,10.0,Edmonton,Devon
    Devon (4811018) T 00000 (  1.9%),Non-immigrants,5870.0,123400.0,20.9,4710.0,134000.0,18.7,1160.0,80200.0,30.0,11.3,Edmonton,Devon
    Devon (4811018) T 00000 (  1.9%),Immigrant,475.0,104000.0,20.3,330.0,100400.0,20.6,150.0,112000.0,19.6,-1.0,Edmonton,Devon
    Calmar (4811019) T 00000 (  3.2%),Total Immigrant Status,2165.0,113500.0,21.4,1815.0,119900.0,19.8,355.0,80800.0,29.8,10.0,Edmonton,Calmar
    Calmar (4811019) T 00000 (  3.2%),Non-immigrants,2030.0,114100.0,21.5,1685.0,120700.0,19.8,345.0,82000.0,30.1,10.3,Edmonton,Calmar
    Calmar (4811019) T 00000 (  3.2%),Immigrant,140.0,104000.0,19.8,125.0,110000.0,19.6,0.0,,,,Edmonton,Calmar
    Sundance Beach (4811020) SV 04999 ( 60.0%),Total Immigrant Status,,,,,,,,,,,Edmonton,Sundance Beach
    Sundance Beach (4811020) SV 04999 ( 60.0%),Non-immigrants,,,,,,,,,,,Edmonton,Sundance Beach
    Sundance Beach (4811020) SV 04999 ( 60.0%),Immigrant,,,,,,,,,,,Edmonton,Sundance Beach
    Thorsby (4811021) T 00010 ( 12.9%),Total Immigrant Status,945.0,117800.0,19.1,785.0,125600.0,18.5,160.0,80000.0,22.2,3.6999999999999993,Edmonton,Thorsby
    Thorsby (4811021) T 00010 ( 12.9%),Non-immigrants,885.0,118000.0,19.5,740.0,125000.0,18.9,145.0,82000.0,22.2,3.3000000000000007,Edmonton,Thorsby
    Thorsby (4811021) T 00010 ( 12.9%),Immigrant,55.0,116000.0,13.8,0.0,,,0.0,,,,Edmonton,Thorsby
    Itaska Beach (4811022) SV 09999 ( 50.0%),Total Immigrant Status,,,,,,,,,,,Edmonton,Itaska Beach
    Itaska Beach (4811022) SV 09999 ( 50.0%),Non-immigrants,,,,,,,,,,,Edmonton,Itaska Beach
    Itaska Beach (4811022) SV 09999 ( 50.0%),Immigrant,,,,,,,,,,,Edmonton,Itaska Beach
    Golden Days (4811023) SV 02919 ( 14.8%),Total Immigrant Status,,,,,,,,,,,Edmonton,Golden Days
    Golden Days (4811023) SV 02919 ( 14.8%),Non-immigrants,,,,,,,,,,,Edmonton,Golden Days
    Golden Days (4811023) SV 02919 ( 14.8%),Immigrant,,,,,,,,,,,Edmonton,Golden Days
    Warburg (4811024) VL 00010 ( 12.9%),Total Immigrant Status,645.0,86200.0,20.4,455.0,90800.0,19.2,190.0,75500.0,23.3,4.100000000000001,Edmonton,Warburg
    Warburg (4811024) VL 00010 ( 12.9%),Non-immigrants,600.0,86800.0,19.8,435.0,92000.0,18.3,165.0,73000.0,23.7,5.399999999999999,Edmonton,Warburg
    Warburg (4811024) VL 00010 ( 12.9%),Immigrant,0.0,,,0.0,,,0.0,,,,Edmonton,Warburg
    Parkland County (4811034) MD 00000 (  6.8%),Total Immigrant Status,30350.0,164800.0,17.3,28210.0,169400.0,17.0,2145.0,103700.0,22.5,5.5,Edmonton,Parkland County
    Parkland County (4811034) MD 00000 (  6.8%),Non-immigrants,27390.0,165000.0,17.2,25390.0,170000.0,16.8,2000.0,101700.0,22.4,5.599999999999998,Edmonton,Parkland County
    Parkland County (4811034) MD 00000 (  6.8%),Immigrant,2960.0,162000.0,18.6,2820.0,163600.0,18.4,145.0,132000.0,22.8,4.400000000000002,Edmonton,Parkland County
    Seba Beach (4811038) SV 04949 ( 41.7%),Total Immigrant Status,,,,,,,,,,,Edmonton,Seba Beach
    Seba Beach (4811038) SV 04949 ( 41.7%),Non-immigrants,,,,,,,,,,,Edmonton,Seba Beach
    Seba Beach (4811038) SV 04949 ( 41.7%),Immigrant,,,,,,,,,,,Edmonton,Seba Beach
    Betula Beach (4811039) SV 09999 ( 33.3%),Total Immigrant Status,,,,,,,,,,,Edmonton,Betula Beach
    Betula Beach (4811039) SV 09999 ( 33.3%),Non-immigrants,,,,,,,,,,,Edmonton,Betula Beach
    Betula Beach (4811039) SV 09999 ( 33.3%),Immigrant,,,,,,,,,,,Edmonton,Betula Beach
    Point Alison (4811041) SV 09999 (  0.0%),Total Immigrant Status,,,,,,,,,,,Edmonton,Point Alison
    Point Alison (4811041) SV 09999 (  0.0%),Non-immigrants,,,,,,,,,,,Edmonton,Point Alison
    Point Alison (4811041) SV 09999 (  0.0%),Immigrant,,,,,,,,,,,Edmonton,Point Alison
    Lakeview (4811042) SV 09999 ( 50.0%),Total Immigrant Status,,,,,,,,,,,Edmonton,Lakeview
    Lakeview (4811042) SV 09999 ( 50.0%),Non-immigrants,,,,,,,,,,,Edmonton,Lakeview
    Lakeview (4811042) SV 09999 ( 50.0%),Immigrant,,,,,,,,,,,Edmonton,Lakeview
    Kapasiwin (4811044) SV 09999 ( 75.0%),Total Immigrant Status,,,,,,,,,,,Edmonton,Kapasiwin
    Kapasiwin (4811044) SV 09999 ( 75.0%),Non-immigrants,,,,,,,,,,,Edmonton,Kapasiwin
    Kapasiwin (4811044) SV 09999 ( 75.0%),Immigrant,,,,,,,,,,,Edmonton,Kapasiwin
    Spring Lake (4811046) VL 00000 (  5.3%),Total Immigrant Status,710.0,153200.0,17.2,640.0,160000.0,17.0,70.0,92000.0,18.8,1.8000000000000007,Edmonton,Spring Lake
    Spring Lake (4811046) VL 00000 (  5.3%),Non-immigrants,650.0,156000.0,17.3,580.0,164000.0,17.1,70.0,92000.0,18.8,1.6999999999999993,Edmonton,Spring Lake
    Spring Lake (4811046) VL 00000 (  5.3%),Immigrant,60.0,124000.0,15.8,60.0,124000.0,15.8,0.0,,,,Edmonton,Spring Lake
    Stony Plain (4811048) T 00000 (  4.2%),Total Immigrant Status,17100.0,126000.0,20.3,12950.0,137200.0,18.2,4150.0,90900.0,26.8,8.600000000000001,Edmonton,Stony Plain
    Stony Plain (4811048) T 00000 (  4.2%),Non-immigrants,15575.0,125800.0,20.3,11835.0,138200.0,18.0,3735.0,86600.0,27.5,9.5,Edmonton,Stony Plain
    Stony Plain (4811048) T 00000 (  4.2%),Immigrant,1530.0,128800.0,19.8,1115.0,128400.0,19.6,415.0,129500.0,20.4,0.7999999999999972,Edmonton,Stony Plain
    Spruce Grove (4811049) CY 00000 (  2.7%),Total Immigrant Status,37145.0,136600.0,20.1,29345.0,148600.0,18.1,7795.0,91000.0,27.7,9.599999999999998,Edmonton,Spruce Grove
    Spruce Grove (4811049) CY 00000 (  2.7%),Non-immigrants,32395.0,137400.0,19.9,25680.0,149600.0,17.8,6720.0,91000.0,27.6,9.8,Edmonton,Spruce Grove
    Spruce Grove (4811049) CY 00000 (  2.7%),Immigrant,4740.0,130400.0,22.1,3665.0,142000.0,20.3,1070.0,90600.0,28.2,7.899999999999999,Edmonton,Spruce Grove
    Strathcona County (4811052) SM 00000 (  2.2%),Total Immigrant Status,95990.0,172000.0,17.3,85375.0,180600.0,16.2,10620.0,103400.0,25.7,9.5,Edmonton,Strathcona County
    Strathcona County (4811052) SM 00000 (  2.2%),Non-immigrants,83335.0,172200.0,17.2,74510.0,180400.0,16.1,8825.0,102000.0,26.2,10.099999999999998,Edmonton,Strathcona County
    Strathcona County (4811052) SM 00000 (  2.2%),Immigrant,12655.0,171600.0,18.0,10865.0,181600.0,17.1,1790.0,110200.0,23.3,6.199999999999999,Edmonton,Strathcona County
    Fort Saskatchewan (4811056) CY 00000 (  3.7%),Total Immigrant Status,26340.0,147800.0,18.3,21015.0,161600.0,16.6,5325.0,93500.0,25.3,8.7,Edmonton,Fort Saskatchewan
    Fort Saskatchewan (4811056) CY 00000 (  3.7%),Non-immigrants,23255.0,150000.0,18.1,18565.0,164000.0,16.3,4690.0,94200.0,25.4,9.099999999999998,Edmonton,Fort Saskatchewan
    Fort Saskatchewan (4811056) CY 00000 (  3.7%),Immigrant,3085.0,131200.0,19.7,2450.0,142200.0,18.4,635.0,88800.0,25.0,6.600000000000001,Edmonton,Fort Saskatchewan
    Sturgeon County (4811059) MD 00000 (  9.1%),Total Immigrant Status,18160.0,172800.0,17.0,15735.0,182200.0,17.0,2425.0,112200.0,17.4,0.3999999999999986,Edmonton,Sturgeon County
    Sturgeon County (4811059) MD 00000 (  9.1%),Non-immigrants,16430.0,171600.0,17.0,14125.0,181200.0,16.9,2305.0,112600.0,17.3,0.40000000000000213,Edmonton,Sturgeon County
    Sturgeon County (4811059) MD 00000 (  9.1%),Immigrant,1730.0,184000.0,17.5,1615.0,189800.0,17.4,115.0,104000.0,18.2,0.8000000000000007,Edmonton,Sturgeon County
    Edmonton (4811061) CY 00000 (  5.6%),Total Immigrant Status,979875.0,132200.0,21.0,675070.0,152600.0,19.1,304800.0,86700.0,25.3,6.199999999999999,Edmonton,Edmonton
    Edmonton (4811061) CY 00000 (  5.6%),Non-immigrants,540335.0,135400.0,20.5,366525.0,159000.0,17.7,173805.0,85600.0,26.4,8.7,Edmonton,Edmonton
    Edmonton (4811061) CY 00000 (  5.6%),Immigrant,439540.0,128200.0,21.6,308550.0,145200.0,20.7,130995.0,88300.0,23.8,3.1000000000000014,Edmonton,Edmonton
    St. Albert (4811062) CY 00000 (  3.0%),Total Immigrant Status,66160.0,160800.0,18.4,56810.0,171000.0,17.1,9350.0,99000.0,26.5,9.399999999999999,Edmonton,St. Albert
    St. Albert (4811062) CY 00000 (  3.0%),Non-immigrants,55355.0,163200.0,18.2,48290.0,173200.0,16.9,7070.0,95300.0,27.5,10.600000000000001,Edmonton,St. Albert
    St. Albert (4811062) CY 00000 (  3.0%),Immigrant,10805.0,148000.0,19.5,8520.0,158000.0,18.5,2280.0,110300.0,23.6,5.100000000000001,Edmonton,St. Albert
    Gibbons (4811064) T 00010 ( 11.9%),Total Immigrant Status,3135.0,137000.0,18.2,2805.0,142400.0,17.2,325.0,90000.0,27.0,9.8,Edmonton,Gibbons
    Gibbons (4811064) T 00010 ( 11.9%),Non-immigrants,2980.0,137000.0,18.0,2655.0,142800.0,16.9,325.0,90000.0,27.0,10.100000000000001,Edmonton,Gibbons
    Gibbons (4811064) T 00010 ( 11.9%),Immigrant,150.0,134000.0,22.6,150.0,134000.0,22.6,0.0,,,,Edmonton,Gibbons
    Redwater (4811065) T 00020 ( 23.4%),Total Immigrant Status,2030.0,125500.0,18.5,1400.0,139600.0,16.6,630.0,94400.0,22.8,6.199999999999999,Edmonton,Redwater
    Redwater (4811065) T 00020 ( 23.4%),Non-immigrants,1950.0,127100.0,18.4,1345.0,141600.0,16.6,605.0,94800.0,22.5,5.899999999999999,Edmonton,Redwater
    Redwater (4811065) T 00020 ( 23.4%),Immigrant,75.0,84000.0,20.8,55.0,88000.0,16.8,0.0,,,,Edmonton,Redwater
    Bon Accord (4811066) T 00000 (  3.8%),Total Immigrant Status,1510.0,117000.0,22.3,1310.0,123500.0,20.6,205.0,74500.0,33.2,12.600000000000001,Edmonton,Bon Accord
    Bon Accord (4811066) T 00000 (  3.8%),Non-immigrants,1390.0,117800.0,21.8,1230.0,122800.0,20.7,155.0,78000.0,30.8,10.100000000000001,Edmonton,Bon Accord
    Bon Accord (4811066) T 00000 (  3.8%),Immigrant,120.0,108000.0,27.2,75.0,136000.0,18.4,0.0,,,,Edmonton,Bon Accord
    Morinville (4811068) T 00000 (  5.9%),Total Immigrant Status,10020.0,133400.0,19.7,8540.0,140400.0,18.5,1480.0,93000.0,26.3,7.800000000000001,Edmonton,Morinville
    Morinville (4811068) T 00000 (  5.9%),Non-immigrants,9385.0,134400.0,19.4,8100.0,141200.0,18.2,1285.0,91500.0,27.1,8.900000000000002,Edmonton,Morinville
    Morinville (4811068) T 00000 (  5.9%),Immigrant,635.0,116800.0,23.0,435.0,122800.0,24.0,195.0,103000.0,20.8,-3.1999999999999993,Edmonton,Morinville
    Legal (4811069) T 00000 (  1.7%),Total Immigrant Status,1105.0,119400.0,19.0,920.0,127200.0,18.3,190.0,81000.0,22.4,4.099999999999998,Edmonton,Legal
    Legal (4811069) T 00000 (  1.7%),Non-immigrants,1060.0,119200.0,19.2,875.0,127000.0,18.5,185.0,82000.0,22.7,4.199999999999999,Edmonton,Legal
